RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,1.471513864,0.033850301,15,30,15,10,1656624159655,1656624129655,3,3.2,16,0,1656624809712,1656624810212,1656624811172,0,4
1,1.628331931,0.061030115,15,37.5,15,20,1656624174655,1656624137155,3,3.2,16,0,1656624824712,1656624825212,1656624826328,1,4
1,1.690620442,0.088190962,15,46.875,15,30,1656624189655,1656624142780,3,3.2,16,0,1656624839715,1656624840216,1656624841391,2,4
1,1.745599765,0.120387501,15,58.59375,15,40,1656624204655,1656624146061.25,3,3.2,16,0,1656624854751,1656624855251,1656624856447,3,4
1,1.870265287,0.217396715,15,73.2421875,15,50,1656624219655,1656624146412.8125,3,3.2,16,0,1656624869927,1656624870427,1656624871571,4,4
1,1.866395863,0.184683786,15,91.552734375,15,60,1656624234655,1656624143102.2656,3,3.2,16,0,1656624884726,1656624885227,1656624886570,5,4
1,2.282780812,0.27632885399999996,15,114.44091796875,15,70,1656624249655,1656624135214.082,3,3.2,16,0,1656624899764,1656624900266,1656624901988,6,4
1,2.75662965,0.238846993,15,143.0511474609375,15,80,1656624264655,1656624121603.8525,3,3.2,16,0,1656624914744,1656624915244,1656624917462,7,4
1,2.936197934,0.577133983,15,178.81393432617188,15,90,1656624279655,1656624100841.0657,3,3.2,16,0,1656624930358,1656624930858,1656624932642,8,4
1,4.5909093830000005,0.760293101,15,223.51741790771484,15,100,1656624294655,1656624071137.582,3,3.2,16,0,1656624945475,1656624945975,1656624949297,9,4
1,4.900605777,0.526601043,15,167.63806343078613,15,110,1656624309655,1656624142016.9365,3,3.2,16,0,1656624959823,1656624960323,1656624964609,10,4
1,3.119840468,0.588139678,15,125.7285475730896,15,90,1656624324655,1656624198926.4524,3,3.2,16,0,1656624974774,1656624975274,1656624977828,11,4
1,2.667253412,0.403846637,15,125.7285475730896,15,90,1656624339655,1656624213926.4524,3,3.2,16,0,1656624989779,1656624990280,1656624992379,12,4
1,3.224117455,0.603905763,15,157.160684466362,15,100,1656624354655,1656624197494.3154,3,3.2,16,0,1656625004923,1656625005424,1656625007933,13,4
1,3.9250191180000003,0.469830482,15,117.8705133497715,15,90,1656624369655,1656624251784.4866,3,3.2,16,0,1656625019982,1656625020482,1656625023635,14,4
1,2.196273369,0.26383203099999997,15,88.40288501232862,15,70,1656624384655,1656624296252.115,3,3.2,16,0,1656625035261,1656625035761,1656625036905,15,4
1,2.1592016800000002,0.392962307,15,110.50360626541078,15,80,1656624399655,1656624289151.3938,3,3.2,16,0,1656625049761,1656625050262,1656625051869,16,4
1,2.105119749,0.408046399,15,138.12950783176348,15,90,1656624414655,1656624276525.4922,3,3.2,16,0,1656625065367,1656625065867,1656625066816,17,4
1,2.67482254,0.525018422,15,172.66188478970435,15,100,1656624429655,1656624256993.1152,3,3.2,16,0,1656625079765,1656625080265,1656625082385,18,4
1,4.694353657,0.52850604,15,215.82735598713043,15,110,1656624444655,1656624228827.644,3,3.2,16,0,1656625095117,1656625095617,1656625099406,19,4
1,2.7843511629999997,0.674017783,15,161.87051699034782,15,120,1656624459655,1656624297784.483,3,3.2,16,0,1656625110024,1656625110524,1656625112497,20,4
1,2.561357684,0.567330101,15,202.33814623793478,15,130,1656624474655,1656624272316.8538,3,3.2,16,0,1656625124821,1656625125322,1656625127277,21,4
1,1.99484259,0.556291412,15,252.92268279741847,15,140,1656624489655,1656624236732.3171,3,3.2,16,0,1656625139752,1656625140252,1656625141708,22,4
1,2.404736156,0.7833902349999999,15,316.1533534967731,15,150,1656624504655,1656624188501.6465,3,3.2,16,0,1656625154869,1656625155370,1656625157117,23,4
1,3.2005392940000004,0.695810603,15,395.19169187096634,15,160,1656624519655,1656624124463.308,3,3.2,16,0,1656625170017,1656625170517,1656625172914,24,4
1,6.937596963,0.7040409990000001,15,296.3937689032248,15,170,1656624534655,1656624238261.2312,3,3.2,16,0,1656625185132,1656625185638,1656625191653,25,4
1,6.1125221199999995,0.622472912,15,222.2953266774186,15,160,1656624549655,1656624327359.6733,3,3.2,16,3,1656625199756,1656625201756,1656625205827,26,4
1,1.8893813929999999,0.478177071,15,166.72149500806393,15,120,1656624564655,1656624397933.505,3,3.2,16,0,1656625214825,1656625215325,1656625216604,27,4
1,1.9055814089999998,0.519576726,15,208.4018687600799,15,130,1656624579655,1656624371253.1313,3,3.2,16,0,1656625229749,1656625230249,1656625231621,28,4
1,4.921668224,0.6214953870000001,15,260.5023359500999,15,140,1656624594655,1656624334152.664,3,3.2,16,0,1656625245188,1656625245688,1656625249637,29,4
1,1.918524873,0.58413967,15,195.37675196257493,15,140,1656624609655,1656624414278.248,3,3.2,16,0,1656625259762,1656625260264,1656625261635,30,4
1,2.218511065,0.778833281,15,244.22093995321865,15,150,1656624624655,1656624380434.06,3,3.2,16,0,1656625274759,1656625275260,1656625276936,31,4
1,2.64337043,0.841869588,15,305.2761749415233,15,160,1656624639655,1656624334378.825,3,3.2,16,0,1656625289850,1656625290351,1656625292359,32,4
1,2.5373761260000003,0.843414604,15,381.59521867690415,15,170,1656624654655,1656624273059.7812,3,3.2,16,0,1656625304778,1656625305278,1656625307254,33,4
1,4.2886505790000005,0.663482316,15,476.9940233461302,15,180,1656624669655,1656624192660.9766,3,3.2,16,0,1656625319810,1656625320310,1656625324005,34,4
1,6.5245503010000006,0.952705559,15,357.7455175095976,15,190,1656624684655,1656624326909.4824,3,3.2,16,0,1656625334949,1656625335449,1656625341242,35,4
1,5.120460831,0.754092765,15,268.3091381321982,15,190,1656624699655,1656624431345.8618,3,3.2,16,0,1656625350230,1656625350735,1656625354837,36,4
1,1.838678093,0.563109736,15,201.23185359914865,15,140,1656624714655,1656624513423.1465,3,3.2,16,0,1656625364801,1656625365301,1656625366557,37,4
1,1.907503138,0.6141722439999999,15,251.5398169989358,15,150,1656624729655,1656624478115.183,3,3.2,16,0,1656625379800,1656625380301,1656625381630,38,4
1,2.284318298,0.683628067,15,314.42477124866974,15,160,1656624744655,1656624430230.2288,3,3.2,16,0,1656625395073,1656625395581,1656625397003,39,4
1,2.225489798,0.85926478,15,393.03096406083716,15,170,1656624759655,1656624366624.036,3,3.2,16,0,1656625409765,1656625410266,1656625411944,40,4
1,2.431742662,0.8990428,15,491.2887050760464,15,180,1656624774655,1656624283366.295,3,3.2,16,0,1656625424790,1656625425292,1656625427154,41,4
1,2.99449586,0.977423952,15,614.110881345058,15,190,1656624789655,1656624175544.1187,3,3.2,16,0,1656625440019,1656625440519,1656625442716,42,4
1,4.31758375,0.909356316,15,767.6386016813226,15,200,1656624804655,1656624037016.3984,3,3.2,16,0,1656625454981,1656625455481,1656625459040,43,4
1,6.259968565,1.175751052,15,575.728951260992,15,210,1656624819655,1656624243926.0488,3,3.2,16,0,1656625469802,1656625470303,1656625475984,44,4
1,5.930863797,0.906576224,15,431.796713445744,15,220,1656624834655,1656624402858.2866,3,3.2,16,0,1656625484808,1656625485308,1656625490654,45,4
1,5.547059502,0.929216336,15,323.847535084308,15,230,1656624849655,1656624525807.4648,3,3.2,16,0,1656625499829,1656625500329,1656625505272,46,4
1,3.002888762,0.6292803229999999,15,242.885651313231,15,170,1656624864655,1656624621769.3486,3,3.2,16,1,1656625514773,1656625515773,1656625517728,47,4
1,1.893622627,0.6915726969999999,15,242.885651313231,15,170,1656624879655,1656624636769.3486,3,3.2,16,0,1656625529768,1656625530268,1656625531620,48,4
1,1.934884708,0.757984412,15,303.60706414153873,15,180,1656624894655,1656624591047.9358,3,3.2,16,0,1656625544771,1656625545271,1656625546661,49,4
1,2.316366089,0.786853869,15,379.5088301769234,15,190,1656624909655,1656624530146.17,3,3.2,16,0,1656625559987,1656625560488,1656625562055,50,4
1,2.794510541,0.8940266830000001,15,474.38603772115425,15,200,1656624924655,1656624450268.9622,3,3.2,16,0,1656625575096,1656625575596,1656625577531,51,4
1,2.819871569,0.8904361730000001,15,592.9825471514428,15,210,1656624939655,1656624346672.453,3,3.2,16,0,1656625589854,1656625590355,1656625592557,52,4
1,4.29673734,1.005138021,15,741.2281839393034,15,220,1656624954655,1656624213426.8162,3,3.2,16,0,1656625605468,1656625605968,1656625609033,53,4
1,5.7968324970000005,1.0530666309999999,15,555.9211379544776,15,230,1656624969655,1656624413733.862,3,3.2,16,0,1656625620416,1656625620916,1656625625534,54,4
1,3.212536849,0.968679378,15,416.94085346585814,15,240,1656624984655,1656624567714.1465,3,3.2,16,0,1656625635212,1656625635719,1656625637949,55,4
1,2.8953190429999998,0.7770922100000001,15,312.7056400993936,15,220,1656624999655,1656624686949.3599,3,3.2,16,0,1656625649859,1656625650360,1656625652632,56,4
1,4.56696143,1.0523792209999998,15,390.88205012424197,15,230,1656625014655,1656624623772.95,3,3.2,16,0,1656625664873,1656625665373,1656625669304,57,4
1,2.220132654,0.90284131,15,293.1615375931815,15,210,1656625029655,1656624736493.4624,3,3.2,16,0,1656625679852,1656625680352,1656625681957,58,4
