RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID
1,2.5912216800000003,15,6000,16,1,1654627886483,1654621886483,2590,2600,2,0,1654627906506,1654627907007,1654627909087,0
1,2.585056717,15,6000,16,3,1654627901483,1654621901483,2590,2600,2,0,1654627921509,1654627922010,1654627924083,1
1,2.590196488,15,6000,16,4,1654627916483,1654621916483,2590,2600,2,0,1654627936512,1654627937013,1654627939089,2
1,2.600915371,15,6000,16,5,1654627931483,1654621931483,2590,2600,2,0,1654627951512,1654627952013,1654627954101,3
1,2.592139401,15,6000,16,5,1654627946483,1654621946483,2590,2600,2,0,1654627966511,1654627967011,1654627969091,4
1,1.3801483840000002,15,6000,16,6,1654627961483,1654621961483,2590,2600,2,0,1654627981512,1654627982012,1654627982880,5
1,2.769933931,15,6000,16,7,1654627976483,1654621976483,2590,2600,3,0,1654627996514,1654627997014,1654627999271,6
1,1.6864144349999999,15,6000,16,8,1654627991483,1654621991483,2590,2600,3,0,1654628011513,1654628012013,1654628013187,7
1,2.6440757010000002,15,6000,16,9,1654628006483,1654622006483,2590,2600,3,0,1654628026512,1654628027013,1654628029145,8
1,2.6132445520000003,15,6000,16,10,1654628021483,1654622021483,2590,2600,3,0,1654628041514,1654628042015,1654628044115,9
1,2.615933814,15,6000,16,11,1654628036483,1654622036483,2590,2600,3,0,1654628056519,1654628057019,1654628059122,10
1,2.633870007,15,6000,16,12,1654628051483,1654622051483,2590,2600,3,0,1654628071519,1654628072019,1654628074140,11
1,1.9061176149999999,15,6000,16,13,1654628066483,1654622066483,2590,2600,3,0,1654628086520,1654628087021,1654628088413,12
1,1.889662118,15,6000,16,14,1654628081483,1654622081483,2590,2600,3,0,1654628101522,1654628102023,1654628103397,13
1,2.642819044,15,6000,16,15,1654628096483,1654622096483,2590,2600,4,0,1654628116522,1654628117023,1654628119152,14
1,0.993914043,15,6000,16,16,1654628111483,1654622111483,2590,2600,4,0,1654628131524,1654628132024,1654628132504,15
1,2.645768302,15,6000,16,17,1654628126483,1654622126483,2590,2600,4,0,1654628146529,1654628147030,1654628149157,16
1,2.662512705,15,6000,16,18,1654628141483,1654622141483,2590,2600,4,0,1654628161524,1654628162024,1654628164174,17
