RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES
1,1.388358651,0.035625112,15,30,15,10,1656959866194,1656959836194,3,3.2,16,0,1656960756258,1656960756759,1656960757627,0,4
1,1.498806052,0.060572851,15,37.5,15,20,1656959881194,1656959843694,3,3.2,16,0,1656960771250,1656960771750,1656960772737,1,4
1,1.603890598,0.087093037,15,46.875,15,30,1656959896194,1656959849319,3,3.2,16,0,1656960786251,1656960786751,1656960787842,2,4
1,1.660069861,0.10803655000000001,15,58.59375,15,40,1656959911194,1656959852600.25,3,3.2,16,0,1656960801252,1656960801753,1656960802898,3,4
1,1.690043637,0.132488937,15,73.2421875,15,50,1656959926194,1656959852951.8125,3,3.2,16,0,1656960816254,1656960816755,1656960817928,4,4
1,1.876921903,0.160242641,15,91.552734375,15,60,1656959941194,1656959849641.2656,3,3.2,16,0,1656960831254,1656960831756,1656960833115,5,4
1,1.8942829079999999,0.191166428,15,114.44091796875,15,70,1656959956194,1656959841753.082,3,3.2,16,0,1656960846256,1656960846756,1656960848132,6,4
1,1.933462655,0.267368609,15,143.0511474609375,15,80,1656959971194,1656959828142.8525,3,3.2,16,0,1656960861266,1656960861767,1656960863172,7,4
1,1.964795239,0.30365798899999996,15,178.81393432617188,15,90,1656959986194,1656959807380.0657,3,3.2,16,0,1656960876259,1656960876759,1656960878204,8,4
1,2.127440451,0.38103531900000004,15,223.51741790771484,15,100,1656960001194,1656959777676.582,3,3.2,16,0,1656960891421,1656960891921,1656960893368,9,4
1,2.0911552849999997,0.360102553,15,279.39677238464355,15,110,1656960016194,1656959736797.2275,3,3.2,16,0,1656960906292,1656960906793,1656960908330,10,4
1,2.116073535,0.411395226,15,349.24596548080444,15,120,1656960031194,1656959681948.0344,3,3.2,16,0,1656960921284,1656960921784,1656960923355,11,4
1,2.329560672,0.435760322,15,436.55745685100555,15,130,1656960046194,1656959609636.5432,3,3.2,16,0,1656960936273,1656960936773,1656960938569,12,4
1,2.406870611,0.54961161,15,545.6968210637569,15,140,1656960061194,1656959515497.179,3,3.2,16,0,1656960951747,1656960952247,1656960953646,13,4
1,2.590798076,0.749035601,15,682.1210263296962,15,150,1656960076194,1656959394072.9736,3,3.2,16,0,1656960967000,1656960967508,1656960968831,14,4
1,4.075291947,0.701463293,15,852.6512829121202,15,160,1656960091194,1656959238542.717,3,3.2,16,0,1656960981608,1656960982108,1656960985316,15,4
1,9.27349287,0.821696546,15,639.4884621840902,15,170,1656960106194,1656959466705.5378,3,3.2,16,6,1656960996439,1656960999941,1656961005514,16,4
1,6.575364351,0.823875468,15,479.6163466380676,15,180,1656960121194,1656959641577.6533,3,3.2,16,2,1656961011414,1656961012915,1656961017817,17,4
1,3.4270586549999997,0.676226388,15,359.7122599785507,15,190,1656960136194,1656959776481.74,3,3.2,16,0,1656961026738,1656961027238,1656961029667,18,4
1,2.038493537,0.7721339309999999,15,269.78419498391304,15,190,1656960151194,1656959881409.805,3,3.2,16,0,1656961041277,1656961041777,1656961043279,19,4
