INIT_TIME,FINAL_TIME,TOTAL_TIME,INIT_UPDATE_TIME,FINAL_UPDATE_TIME,TOTAL_UPDATE_TIME,COLLECTOR_TIME,
1659021340641,1659021342804,2163,1659021340673,1659021340679,6,64
1659021370647,1659021370882,235,1659021370692,1659021370707,15,66
1659021400645,1659021400991,346,1659021400719,1659021400743,24,59
1659021430649,1659021431102,453,1659021430755,1659021430779,24,62
1659021460649,1659021461123,474,1659021460781,1659021460806,25,57
1659021490656,1659021491135,479,1659021490785,1659021490814,29,59
1659021520666,1659021521157,491,1659021520798,1659021520829,31,66
1659021550662,1659021551135,473,1659021550794,1659021550822,28,63
1659021580668,1659021581149,481,1659021580803,1659021580833,30,64
1659021610672,1659021611144,472,1659021610805,1659021610833,28,64
1659021640675,1659021641157,482,1659021640808,1659021640836,28,65
1659021670668,1659021671157,489,1659021670799,1659021670827,28,57
1659021700674,1659021701159,485,1659021700806,1659021700833,27,57
1659021730680,1659021731154,474,1659021730810,1659021730839,29,58
1659021760690,1659021761166,476,1659021760821,1659021760849,28,65
1659021790687,1659021791159,472,1659021790817,1659021790846,29,63
1659021820694,1659021821177,483,1659021820826,1659021820854,28,64
1659021850701,1659021851171,470,1659021850832,1659021850860,28,65
1659021880696,1659021881183,487,1659021880831,1659021880861,30,56
1659021910701,1659021911177,476,1659021910831,1659021910860,29,62
1659021940705,1659021941184,479,1659021940837,1659021940866,29,64
1659021970702,1659021971179,477,1659021970831,1659021970859,28,56
1659022000715,1659022001193,478,1659022000847,1659022000876,29,64
1659022030712,1659022031215,503,1659022030872,1659022030904,32,63
1659022060715,1659022061198,483,1659022060846,1659022060879,33,59
1659022090723,1659022091204,481,1659022090852,1659022090883,31,62
1659022120729,1659022121217,488,1659022120862,1659022120895,33,63
1659022150732,1659022151209,477,1659022150865,1659022150897,32,66
1659022180729,1659022181208,479,1659022180862,1659022180891,29,59
1659022210742,1659022211223,481,1659022210874,1659022210905,31,66
1659022240739,1659022241209,470,1659022240869,1659022240897,28,60
1659022270750,1659022271229,479,1659022270884,1659022270910,26,69
1659022300744,1659022301223,479,1659022300875,1659022300904,29,62
1659022330748,1659022331214,466,1659022330877,1659022330903,26,61
1659022360760,1659022361237,477,1659022360890,1659022360918,28,67
1659022390755,1659022391233,478,1659022390889,1659022390915,26,59
1659022420763,1659022421239,476,1659022420896,1659022420924,28,63
1659022450765,1659022451246,481,1659022450898,1659022450926,28,61
1659022480770,1659022481251,481,1659022480903,1659022480936,33,66
