RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING
1,8.182708999633789,7,60,8,1,1653248327811,1653248267811,12,18,1
1,13.218205999374389,7,75,8,3,1653248334811,1653248259811,12,18,1
1,15.397138000488281,7,75,8,4,1653248341811,1653248266811,12,18,1
1,17.340642000198365,7,75,8,5,1653248348811,1653248273811,12,18,1
1,19.55207200050354,7,75,8,6,1653248355811,1653248280811,12,18,1
1,19.458630001068116,7,56.25,8,6,1653248362811,1653248306561,12,18,1
1,20.71761300086975,7,42.1875,8,6,1653248369811,1653248327623.5,12,18,1
1,19.784526000976562,7,31.640625,8,6,1653248376811,1653248345170.375,12,18,1
1,12.4871280002594,7,23.73046875,8,3,1653248383811,1653248360080.5312,12,18,1
1,13.172941999435425,7,23.73046875,8,3,1653248390811,1653248367080.5312,12,18,1
1,13.851222999572753,7,23.73046875,8,3,1653248397811,1653248374080.5312,12,18,1
1,14.250541999816894,7,23.73046875,8,4,1653248404811,1653248381080.5312,12,18,1
1,16.632415998458864,7,23.73046875,8,5,1653248411811,1653248388080.5312,12,18,1
1,17.14585599899292,7,23.73046875,8,5,1653248418811,1653248395080.5312,12,18,1
1,18.309960000991822,7,23.73046875,8,5,1653248425811,1653248402080.5312,12,18,1
1,17.28826499938965,7,17.7978515625,8,5,1653248432811,1653248415013.1484,12,18,1
1,10.842889999389648,7,17.7978515625,8,2,1653248439811,1653248422013.1484,12,18,1
1,12.889668998718262,7,22.247314453125,8,3,1653248446811,1653248424563.6855,12,18,1
1,12.222311000823975,7,22.247314453125,8,3,1653248453811,1653248431563.6855,12,18,1
1,14.685178998947144,7,22.247314453125,8,4,1653248460811,1653248438563.6855,12,18,1
1,17.729583000183105,7,22.247314453125,8,5,1653248467811,1653248445563.6855,12,18,1
1,16.911478998184204,7,22.247314453125,8,5,1653248474811,1653248452563.6855,12,18,1
1,17.006443000793457,7,22.247314453125,8,5,1653248481811,1653248459563.6855,12,18,1
1,17.407024000167848,7,22.247314453125,8,5,1653248488811,1653248466563.6855,12,18,1
1,11.458097999572754,7,22.247314453125,8,3,1653248495811,1653248473563.6855,12,18,1
1,13.645663999557495,7,27.80914306640625,8,3,1653248502811,1653248475001.857,12,18,1
1,12.857993000030518,7,27.80914306640625,8,3,1653248509811,1653248482001.857,12,18,1
1,15.563149000167847,7,27.80914306640625,8,4,1653248516811,1653248489001.857,12,18,1
1,17.711479999542238,7,27.80914306640625,8,5,1653248523811,1653248496001.857,12,18,1
1,16.799571001052858,7,27.80914306640625,8,5,1653248530811,1653248503001.857,12,18,1
1,16.848543998718263,7,27.80914306640625,8,5,1653248537811,1653248510001.857,12,18,1
1,16.64266300010681,7,27.80914306640625,8,5,1653248544811,1653248517001.857,12,18,1
1,12.239703998565673,7,27.80914306640625,8,3,1653248551811,1653248524001.857,12,18,1
1,11.955614000320434,7,27.80914306640625,8,3,1653248558811,1653248531001.857,12,18,1
1,15.626658000946044,7,34.76142883300781,8,4,1653248565811,1653248531049.5713,12,18,1
1,15.199593999862671,7,34.76142883300781,8,4,1653248572811,1653248538049.5713,12,18,1
1,17.497645999908446,7,34.76142883300781,8,5,1653248579811,1653248545049.5713,12,18,1
1,20.166212001800538,7,34.76142883300781,8,5,1653248586811,1653248552049.5713,12,18,1
1,17.334288999557494,7,26.07107162475586,8,5,1653248593811,1653248567739.9285,12,18,1
1,18.43035900115967,7,26.07107162475586,8,5,1653248600811,1653248574739.9285,12,18,1
1,17.086184999465942,7,19.553303718566895,8,5,1653248607811,1653248588257.6963,12,18,1
