RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES
1,2.503601896,0.034534594,15,30,15,10,1657396666302,1657396636302,3,3.2,2,0,1657396686329,1657396686829,1657396688817,0,4
1,2.58221508,0.084916191,15,37.5,15,30,1657396681302,1657396643802,3,3.2,2,0,1657396701331,1657396701832,1657396703896,1,4
1,2.63291363,0.104068997,15,46.875,15,40,1657396696302,1657396649427,3,3.2,2,0,1657396716330,1657396716831,1657396718947,2,4
1,2.66277145,0.140987716,15,58.59375,15,50,1657396711302,1657396652708.25,3,3.2,2,0,1657396731332,1657396731832,1657396733976,3,4
1,2.71515181,0.164830206,15,73.2421875,15,60,1657396726302,1657396653059.8125,3,3.2,2,0,1657396746334,1657396746835,1657396749029,4,4
1,2.7604262869999996,0.19616530599999998,15,91.552734375,15,70,1657396741302,1657396649749.2656,3,3.2,2,0,1657396761335,1657396761836,1657396764075,5,4
1,2.825153009,0.23926455200000002,15,114.44091796875,15,80,1657396756302,1657396641861.082,3,3.2,2,0,1657396776338,1657396776838,1657396779140,6,4
1,2.8809842960000003,0.272834513,15,143.0511474609375,15,90,1657396771302,1657396628250.8525,3,3.2,2,0,1657396791343,1657396791844,1657396794197,7,4
1,2.931532795,0.295411446,15,178.81393432617188,15,100,1657396786302,1657396607488.0657,3,3.2,2,0,1657396806350,1657396806849,1657396809248,8,4
1,2.960369754,0.32866644700000003,15,223.51741790771484,15,110,1657396801302,1657396577784.582,3,3.2,2,0,1657396821343,1657396821842,1657396824276,9,4
1,3.0193548,0.353861278,15,279.39677238464355,15,120,1657396816302,1657396536905.2275,3,3.2,2,0,1657396836341,1657396836842,1657396839335,10,4
1,3.093019987,0.391020916,15,279.39677238464355,15,130,1657396831302,1657396551905.2275,3,3.2,2,0,1657396851343,1657396851844,1657396854408,11,4
1,3.080797212,0.437011328,15,279.39677238464355,15,140,1657396846302,1657396566905.2275,3,3.2,2,0,1657396866349,1657396866850,1657396869396,12,4
1,3.121408223,0.460388203,15,279.39677238464355,15,150,1657396861302,1657396581905.2275,3,3.2,2,0,1657396881351,1657396881852,1657396884437,13,4
1,3.000233335,0.481989287,15,279.39677238464355,15,160,1657396876302,1657396596905.2275,3,3.2,2,0,1657396896356,1657396896856,1657396899316,14,4
1,3.004847753,0.499712804,15,279.39677238464355,15,170,1657396891302,1657396611905.2275,3,3.2,2,0,1657396911356,1657396911857,1657396914321,15,4
1,3.0271544560000003,0.538976773,15,279.39677238464355,15,180,1657396906302,1657396626905.2275,3,3.2,2,0,1657396926352,1657396926852,1657396929344,16,4
1,3.065376096,0.5720920700000001,15,279.39677238464355,15,190,1657396921302,1657396641905.2275,3,3.2,2,0,1657396941358,1657396941858,1657396944383,17,4
1,3.0576456100000002,0.570865746,15,279.39677238464355,15,200,1657396936302,1657396656905.2275,3,3.2,2,0,1657396956359,1657396956859,1657396959375,18,4
1,3.042517723,0.574284527,15,279.39677238464355,15,200,1657396951302,1657396671905.2275,3,3.2,2,0,1657396971354,1657396971855,1657396974359,19,4
1,3.0608242719999996,0.623957772,15,279.39677238464355,15,200,1657396966302,1657396686905.2275,3,3.2,2,0,1657396986356,1657396986857,1657396989378,20,4
1,3.0680833400000003,0.568473511,15,279.39677238464355,15,200,1657396981302,1657396701905.2275,3,3.2,2,0,1657397001351,1657397001851,1657397004384,21,4
1,3.075970305,0.5700820959999999,15,279.39677238464355,15,200,1657396996302,1657396716905.2275,3,3.2,2,0,1657397016363,1657397016862,1657397019392,22,4
1,3.067619671,0.591785763,15,279.39677238464355,15,200,1657397011302,1657396731905.2275,3,3.2,2,0,1657397031359,1657397031860,1657397034384,23,4
1,3.061077971,0.5801506980000001,15,279.39677238464355,15,200,1657397026302,1657396746905.2275,3,3.2,2,0,1657397046354,1657397046855,1657397049378,24,4
1,3.048282486,0.589949039,15,279.39677238464355,15,200,1657397041302,1657396761905.2275,3,3.2,2,0,1657397061352,1657397061853,1657397064365,25,4
1,3.0392161,0.5809825449999999,15,279.39677238464355,15,200,1657397056302,1657396776905.2275,3,3.2,2,0,1657397076354,1657397076853,1657397079356,26,4
1,3.065647547,0.567845357,15,279.39677238464355,15,200,1657397071302,1657396791905.2275,3,3.2,2,0,1657397091359,1657397091860,1657397094383,27,4
1,3.077661087,0.567297477,15,279.39677238464355,15,200,1657397086302,1657396806905.2275,3,3.2,2,0,1657397106356,1657397106857,1657397109395,28,4
1,3.089739719,0.568694402,15,279.39677238464355,15,200,1657397101302,1657396821905.2275,3,3.2,2,0,1657397121355,1657397121855,1657397124407,29,4
1,3.089083376,0.580127238,15,279.39677238464355,15,200,1657397116302,1657396836905.2275,3,3.2,2,0,1657397136362,1657397136862,1657397139407,30,4
1,3.085605231,0.577564654,15,279.39677238464355,15,200,1657397131302,1657396851905.2275,3,3.2,2,0,1657397151357,1657397151857,1657397154404,31,4
1,3.132236643,0.581211246,15,279.39677238464355,15,200,1657397146302,1657396866905.2275,3,3.2,2,0,1657397166360,1657397166859,1657397169451,32,4
1,3.009612006,0.5756529880000001,15,279.39677238464355,15,200,1657397161302,1657396881905.2275,3,3.2,2,0,1657397181362,1657397181862,1657397184329,33,4
1,3.032732251,0.587041933,15,279.39677238464355,15,200,1657397176302,1657396896905.2275,3,3.2,2,0,1657397196364,1657397196865,1657397199353,34,4
1,2.99459246,0.588251469,15,279.39677238464355,15,200,1657397191302,1657396911905.2275,3,3.2,2,0,1657397211357,1657397211856,1657397214314,35,4
1,3.0810765580000004,0.658412757,15,349.24596548080444,15,210,1657397206302,1657396857056.0344,3,3.2,2,0,1657397226354,1657397226855,1657397229401,36,4
1,3.0679866149999997,0.647052441,15,349.24596548080444,15,220,1657397221302,1657396872056.0344,3,3.2,2,0,1657397241360,1657397241861,1657397244387,37,4
1,3.047593563,0.674467399,15,349.24596548080444,15,230,1657397236302,1657396887056.0344,3,3.2,2,0,1657397256360,1657397256860,1657397259368,38,4
1,3.05364593,0.693317337,15,349.24596548080444,15,240,1657397251302,1657396902056.0344,3,3.2,2,0,1657397271359,1657397271859,1657397274373,39,4
1,3.095682564,0.708972723,15,349.24596548080444,15,240,1657397266302,1657396917056.0344,3,3.2,2,0,1657397286358,1657397286859,1657397289415,40,4
1,3.057348677,0.690654208,15,349.24596548080444,15,240,1657397281302,1657396932056.0344,3,3.2,2,0,1657397301359,1657397301860,1657397304377,41,4
1,3.0639376339999997,0.684594703,15,349.24596548080444,15,240,1657397296302,1657396947056.0344,3,3.2,2,0,1657397316359,1657397316860,1657397319384,42,4
1,3.04533929,0.69444977,15,349.24596548080444,15,240,1657397311302,1657396962056.0344,3,3.2,2,0,1657397331370,1657397331871,1657397334365,43,4
1,3.1073460639999997,0.756904843,15,349.24596548080444,15,240,1657397326302,1657396977056.0344,3,3.2,2,0,1657397346361,1657397346861,1657397349427,44,4
1,3.093025858,0.703227488,15,349.24596548080444,15,240,1657397341302,1657396992056.0344,3,3.2,2,0,1657397361358,1657397361859,1657397364413,45,4
1,3.1127965079999997,0.683734586,15,349.24596548080444,15,240,1657397356302,1657397007056.0344,3,3.2,2,0,1657397376357,1657397376858,1657397379433,46,4
1,3.075522844,0.687462633,15,349.24596548080444,15,240,1657397371302,1657397022056.0344,3,3.2,2,0,1657397391362,1657397391862,1657397394396,47,4
1,3.129518949,0.695139452,15,349.24596548080444,15,240,1657397386302,1657397037056.0344,3,3.2,2,0,1657397406360,1657397406860,1657397409451,48,4
1,3.090585367,0.6944067629999999,15,349.24596548080444,15,240,1657397401302,1657397052056.0344,3,3.2,2,0,1657397421366,1657397421867,1657397424412,49,4
1,3.134268121,0.755296988,15,349.24596548080444,15,240,1657397416302,1657397067056.0344,3,3.2,2,0,1657397436361,1657397436862,1657397439456,50,4
1,3.07703629,0.697345576,15,349.24596548080444,15,240,1657397431302,1657397082056.0344,3,3.2,2,0,1657397451370,1657397451869,1657397454400,51,4
1,3.134604524,0.686061329,15,349.24596548080444,15,240,1657397446302,1657397097056.0344,3,3.2,2,0,1657397466361,1657397466861,1657397469458,52,4
1,3.100765333,0.692380978,15,349.24596548080444,15,240,1657397461302,1657397112056.0344,3,3.2,2,0,1657397481363,1657397481863,1657397484425,53,4
1,3.10732546,0.69532003,15,349.24596548080444,15,240,1657397476302,1657397127056.0344,3,3.2,2,0,1657397496364,1657397496864,1657397499431,54,4
1,3.118157655,0.6949792210000001,15,349.24596548080444,15,240,1657397491302,1657397142056.0344,3,3.2,2,0,1657397511365,1657397511865,1657397514442,55,4
1,3.091926934,0.698193586,15,349.24596548080444,15,240,1657397506302,1657397157056.0344,3,3.2,2,0,1657397526362,1657397526861,1657397529416,56,4
1,3.118496669,0.704711667,15,349.24596548080444,15,240,1657397521302,1657397172056.0344,3,3.2,2,0,1657397541364,1657397541864,1657397544442,57,4
