TIMESTAMP,ESC1_Time,ESC2_Time,ESC1_Time_A,ESC2_Time_A,ESC1_Window,ESC2_Window
1658783560830,2.112443716,,0.035120438999999996,,90,,
1658783590830,2.1372267044999997,,0.064356621,,90,,
1658783620830,2.157847005333333,,0.091145821,,90,,
1658783650830,2.176080038,,0.124065805,,90,,
1658783680830,2.1877182167999996,,0.120662059,,90,,
1658783710830,2.2088601972,,0.118019104,,90,,
1658783740830,2.2228549193999996,,0.120827441,,90,,
1658783770830,2.2274912412,,0.118632274,,90,,
1658783800830,2.2262744928,,0.11694032,,90,,
1658783830830,2.2247984141999995,,0.117290286,,90,,
1658783860830,2.2262963682,,0.116910364,,90,,
1658783890830,2.2243398722,,0.117359419,,90,,
1658783920830,2.2264697502,,0.116304785,,90,,
1658783950830,2.2264045214,,0.11610174499999999,,90,,
1658783980830,2.2269932582,,0.11569493900000001,,90,,
1658784010830,2.2277157048,,0.115605659,,90,,
1658784040830,2.2271494546,,0.113466976,,90,,
1658784070830,2.2264031044,,0.115934495,,90,,
1658784100830,2.2268714689999998,,0.11471881,,90,,
1658784130830,2.2327820776000005,,0.13913564,,90,,
1658784160830,2.1380498500000003,,0.115568938,,90,,
1658784190830,2.1413103136000005,,0.116772732,,90,,
1658784220830,2.141535798,,0.116394977,,90,,
1658784250830,2.1407359342000003,,0.117279064,,90,,
1658784280830,2.1337826164,,0.11503761900000001,,90,,
1658784310830,2.227986629,,0.11758263,,90,,
1658784340830,2.2261972759999997,,0.116801613,,90,,
1658784370830,2.2251675108,,0.119009197,,90,,
1658784400830,2.2257223207999997,,0.11513312399999999,,90,,
1658784430830,2.2264913637999997,,0.116033387,,90,,
1658784460830,2.2275215669999997,,0.117390789,,90,,
1658784490830,2.2265839921999997,,0.11730144199999999,,90,,
1658784520830,2.2271729806,,0.117662194,,90,,
1658784550830,2.22699754,,0.11628783699999999,,90,,
1658784580830,2.2273141462000003,,0.114307951,,90,,
1658784610830,2.2255595246,,0.12036114499999999,,90,,
1658784640830,2.2265683631999997,,0.115760439,,90,,
1658784670830,2.2264009796,,0.120453528,,90,,
1658784700830,2.2255726983999997,,0.117341286,,90,,
1658784730830,2.2268755124000004,,0.119340989,,90,,
1658784760830,2.2282033238000003,,0.118800791,,90,,
1658784790830,2.2296777116,,0.120796812,,90,,
1658784820830,2.2291444134000002,,0.113845482,,90,,
1658784850830,2.2299225908,,0.118018034,,90,,
1658784880830,2.2288564384000003,,0.116696147,,90,,
1658784910830,2.2277591426,,0.115143601,,90,,
1658784940830,2.2264995194,,0.11646635100000001,,90,,
1658784970830,2.2274319888,,0.117212018,,90,,
1658785000830,2.2266537676,,0.117997432,,90,,
1658785030830,2.2249613938,,0.115251052,,90,,
1658785060830,2.2264140813999997,,0.117977385,,90,,
1658785090830,2.2275782294,,0.1165463,,90,,
1658785120830,2.2264340138,,0.11745450099999999,,90,,
1658785150830,2.2263055181999998,,0.116360719,,90,,
1658785180830,2.2268304962,,0.11742298,,90,,
1658785210830,2.2246565294,,0.114532796,,90,,
1658785240830,2.2217275652,,0.11701041100000001,,90,,
1658785270830,2.2223101004,,0.114979952,,90,,
1658785300830,2.223854064,,0.12030007999999999,,90,,
1658785330830,2.2243349628,,0.11701790599999999,,90,,
1658785360830,2.2267638896,,0.11703243399999999,,90,,
1658785390830,2.2281287718,,0.117200045,,90,,
1658785420830,2.2271864432,,0.115655097,,90,,
1658785450830,2.2280946299999997,,0.11731206799999999,,90,,
1658785480830,2.2279994451999996,,0.117932754,,90,,
1658785510830,2.2254804027999997,,0.116229799,,90,,
1658785540830,2.2280369353999996,,0.120658079,,90,,
1658785570830,2.2303901828,,0.118496869,,90,,
1658785600830,2.2302746931999997,,0.115905195,,90,,
1658785630830,2.2314752863999994,,0.119650413,,90,,
1658785660830,2.2330338324,,0.11907635999999999,,90,,
1658785690830,2.2322621112,,0.117864755,,90,,
1658785720830,2.2320339434,,0.118241974,,90,,
1658785750830,2.2314355833999997,,0.1187214,,90,,
1658785780830,2.2292157371999997,,0.11894304700000001,,90,,
1658785810830,2.2295198013999995,,0.117157774,,90,,
1658785840830,2.2279617822,,0.11490210000000001,,90,,
1658785870830,2.2266573824,,0.11590562900000001,,90,,
1658785900830,2.2261822754000002,,0.11869652,,90,,
1658785930830,2.2276483892,,0.114945915,,90,,
1658785960830,2.2281798442,,0.116582278,,90,,
1658784216342,,2.1121713559999997,,0.033481489,,90,
1658784246342,,2.1393757224999996,,0.066366964,,90,
1658784276342,,2.155904155333333,,0.09184671500000001,,90,
1658784306342,,2.17575620475,,0.12385805600000001,,90,
1658784336342,,2.1879967018,,0.12232445900000001,,90,
1658784366342,,2.2128454728,,0.119808384,,90,
1658784396342,,2.2269796608,,0.123729439,,90,
1658784426342,,2.2364775418,,0.118935873,,90,
1658784456342,,2.2367226054,,0.12020409,,90,
1658784486342,,2.2347669202,,0.118316789,,90,
1658784516342,,2.2336114153999995,,0.114561711,,90,
1658784546342,,2.2313396572000004,,0.115962476,,90,
1658784576342,,2.2312102123999997,,0.116388462,,90,
1658784606342,,2.2314790974,,0.120890501,,90,
1658784636342,,2.2358471777999998,,0.115384156,,90,
1658784666342,,2.2364794661999996,,0.120371251,,90,
1658784696342,,2.2377827601999996,,0.11510827,,90,
1658784726342,,2.2364806398,,0.11782031000000001,,90,
1658784756342,,2.2350686658,,0.119250019,,90,
1658784786342,,2.230355594,,0.115484566,,90,
1658784816342,,2.2304003678,,0.115084103,,90,
1658784846342,,2.2303259576000003,,0.117138081,,90,
1658784876342,,2.2283993474,,0.117525255,,90,
1658784906342,,2.2280796624,,0.11793002699999999,,90,
1658784936342,,2.2285710162,,0.116972001,,90,
1658784966342,,2.2273392686,,0.116034183,,90,
1658784996342,,2.2279875936000004,,0.11651169,,90,
1658785026342,,2.2289276060000005,,0.11709274600000001,,90,
1658785056342,,2.2300294452,,0.11797326300000001,,90,
1658785086342,,2.2296469138,,0.114880021,,90,
1658785116342,,2.2306569244000003,,0.116417095,,90,
1658785146342,,2.228223231,,0.115214631,,90,
