TIMESTAMP,MIN_TIME,MAX_TIME,MEAN_TIME,STDEV_TIME,MIN_TIME_A,MAX_TIME_A,MEAN_TIME_A,STDEV_TIME_A,MIN_WIN,MAX_WIN,MEAN_WIN,STDEV_WIN
1657880984490,0.903425468,3.5455509579999998,2.58455719875,0.6378329167412315,0.077997821,0.290958321,0.20459843268749997,0.06299086989647991,30,30,30,0
1657880999490,2.772892279,3.849520538,3.2229191672499997,0.4192586092875508,0.086579537,0.459656263,0.23670932593750002,0.12152630462052748,30,30,30,0
1657881014490,2.715675372,3.990008957,3.376636996937499,0.4638711441725494,0.078691312,0.433267248,0.2498453291875,0.1001969492469239,30,30,30,0
1657881029490,2.719572814,3.974989828,3.1837053647500007,0.4988386809474522,0.100044308,0.406560982,0.2459906025,0.09682924090169344,30,30,30,0
1657881044490,2.696492222,3.98882822,3.297950735375,0.5146471447399225,0.086411666,0.28835769499999997,0.20525256799999997,0.05897269681305655,30,30,30,0
1657881059490,2.450055731,3.9723577150000002,2.9911488724375,0.5566293311396501,0.100286017,0.224866848,0.17072232662499998,0.04093156539003731,30,30,30,0
1657881074490,2.409792419,4.05137035,3.3514867516249995,0.490690709605985,0.093494062,0.430407873,0.263204876125,0.1140370604191249,30,30,30,0
1657881089490,2.648084179,4.039809098,3.2092348835624995,0.5756373746406619,0.141390041,0.38207473700000005,0.237771336375,0.07656939050070648,30,30,30,0
1657881104490,2.6184811359999998,3.9698832680000002,3.2220683611875005,0.44965779923794597,0.106089558,0.377047046,0.22793796174999995,0.10381116312980017,30,30,30,0
1657881119490,2.416434124,3.828542,2.9205657934374996,0.5053062497429952,0.090510039,0.31799233800000004,0.1773737136875,0.06397728931801844,30,30,30,0
1657881134490,2.389125532,3.927490902,3.2028525544999997,0.5463792774034971,0.083166683,0.4578836,0.2538201879375,0.14324918898874855,30,30,30,0
1657881149490,2.6564647490000004,3.898743247,3.2363773311250004,0.46055347706572064,0.101478696,0.428809895,0.2875262721875,0.10568765238992422,30,30,30,0
1657881164490,2.4992341700000003,3.982487959,3.1155853393125,0.6192544068495222,0.121347824,0.347976761,0.18806181487499998,0.06890589189037648,30,30,30,0
1657881179490,2.462261073,3.910562614,3.1034714416874998,0.5274572490314314,0.08304478400000001,0.468294579,0.28873958443750003,0.13869911808512994,30,30,30,0
1657881194490,2.697859228,3.9243932920000004,3.2475699149374995,0.4773385499423728,0.083609038,0.475744771,0.2806849795625,0.1400481218267214,30,30,30,0
1657881209490,2.761177369,3.954334385,3.2405547162500006,0.5056698809187479,0.080040194,0.340458332,0.2176089013125,0.07945002144629022,30,30,30,0
1657881224490,2.658554364,3.966026716,3.1808883026875,0.5595214615567347,0.09549266000000001,0.338380118,0.2189738739375,0.08491563825164368,30,30,30,0
