TIMESTAMP,ESC1_Time,ESC2_Time,ESC3_Time,ESC4_Time,ESC5_Time,ESC6_Time,ESC7_Time,ESC8_Time,ESC9_Time,ESC10_Time,ESC11_Time,ESC12_Time,ESC13_Time,ESC14_Time,ESC15_Time,ESC16_Time,ESC1_Time_A,ESC2_Time_A,ESC3_Time_A,ESC4_Time_A,ESC5_Time_A,ESC6_Time_A,ESC7_Time_A,ESC8_Time_A,ESC9_Time_A,ESC10_Time_A,ESC11_Time_A,ESC12_Time_A,ESC13_Time_A,ESC14_Time_A,ESC15_Time_A,ESC16_Time_A,ESC1_Window,ESC2_Window,ESC3_Window,ESC4_Window,ESC5_Window,ESC6_Window,ESC7_Window,ESC8_Window,ESC9_Window,ESC10_Window,ESC11_Window,ESC12_Window,ESC13_Window,ESC14_Window,ESC15_Window,ESC16_Window
1657880984490,0.903425468,,,,,,,,,,,,,,,,0.12390148299999999,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657880999490,3.529101176,,,,,,,,,,,,,,,,0.127610068,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881014490,3.841638708,,,,,,,,,,,,,,,,0.078691312,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881029490,3.0109139700000003,,,,,,,,,,,,,,,,0.406560982,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881044490,3.9603612079999997,,,,,,,,,,,,,,,,0.09958193300000001,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881059490,3.9723577150000002,,,,,,,,,,,,,,,,0.16884506300000002,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881074490,3.661048428,,,,,,,,,,,,,,,,0.19182627600000002,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881089490,4.039809098,,,,,,,,,,,,,,,,0.244585836,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881104490,3.9698832680000002,,,,,,,,,,,,,,,,0.127008869,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881119490,3.828542,,,,,,,,,,,,,,,,0.245784648,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881134490,3.530172853,,,,,,,,,,,,,,,,0.160477727,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881149490,2.7874632459999997,,,,,,,,,,,,,,,,0.399418228,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881164490,2.934347585,,,,,,,,,,,,,,,,0.143825513,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881179490,2.612476365,,,,,,,,,,,,,,,,0.213224657,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881194490,3.8561154980000003,,,,,,,,,,,,,,,,0.11771463,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881209490,3.901553957,,,,,,,,,,,,,,,,0.30361678999999997,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881224490,3.936807547,,,,,,,,,,,,,,,,0.110823818,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881239490,3.912899842,,,,,,,,,,,,,,,,0.10684520500000001,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881254490,2.921219915,,,,,,,,,,,,,,,,0.14944111699999998,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881269490,4.181794164,,,,,,,,,,,,,,,,0.255676378,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881284490,2.928633436,,,,,,,,,,,,,,,,0.404440837,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881299490,3.001071717,,,,,,,,,,,,,,,,0.163420147,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
1657881314490,3.954642385,,,,,,,,,,,,,,,,0.08396946400000001,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
