NUMBER_SENSORS,FREQUENCY,TIME_DATA,MIN_TIME,MAX_TIME,AVG_TIME,STD_TIME
4,8,1,30.433732999801634,264.1169679999351,134.35659491998672,64.16806680294107
4,8,2,175.92888699960707,1474.358720000267,410.13886082611924,363.1013097678999
4,8,4,342.6606280002594,1452.2006309995652,524.0684179048085,249.34776055689937
4,8,8,546.4213839998246,1759.18275,818.7234099524361,381.9379864835058
4,8,16,828.8885519990921,1974.1089050006867,1435.5566495999335,276.09347765663813
4,8,32,1181.7925050001145,2016.994551000595,1664.8106800000667,222.50075262485706
4,8,64,870.8313020000458,2196.30105700016,1826.204896315675,311.1485714537876
