NUMBER_SENSORS,FREQUENCY,TIME_DATA,MIN_TIME,MAX_TIME,AVG_TIME,STD_TIME
4,1,32,41.42966200065613,915.7762539997101,171.86325149990714,124.68140694701451
4,2,32,192.36229300022126,2652.4912460002897,451.0455741220334,419.9091395067985
4,4,32,388.23444400024414,1985.5450839996338,794.5920025807658,508.2139575071484
4,8,32,471.883654999733,2112.3741879997256,1116.7287809000968,484.85569958946206
4,16,32,661.8052400007248,2184.912281000137,1490.9237689166864,463.74881538440303
4,32,32,770.4111979999542,2197.312970999718,1561.9698897142412,418.12876298201786
4,64,32,1046.2076380004883,1764.5681799993515,1430.6758462498187,301.8173856486071
