NUMBER_SENSORS,FREQUENCY,TIME_DATA,MIN_TIME,MAX_TIME,AVG_TIME,STD_TIME
1,8,32,9.163666000366211,166.11034199905396,6.644413679962159,38.27257584215076
2,8,32,24.908009998321532,739.3810620002747,32.14700269566412,195.84959961286302
4,8,32,83.84362300109863,1406.3501829986571,61.1456601303764,446.1712524554461
8,8,32,135.5285050010681,1972.2918409996032,89.6496291363456,831.256548098999
16,8,32,207.86239700317384,2948.385216999054,147.4192608499527,1742.5083229270915
32,8,32,290.00015399932863,2515.781180000305,628.9452950000763,1074.0881231954418
