MIN,MAX,MEAN,NUMBER_ESC_RUNNING
1.0472274050000001,4.08988685,1.2487838447857145,1
0.889697531,2.59825839,1.4728589339999998,2
0.870137396,3.0729044250000004,1.7630112091333334,3
2.580236893,2.583886803,0.645515462,3
