RESPONSES,TOTAL_TIME,ANALYSIS_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING,ANALYSIS_RETRIES,INIT_EXEC_TIME,FINAL_EXEC_TIME,ID,GUARANTEES
1,1.173014181,0.036213585,15,30,15,10,1658590838111,1658590808111,3,3.2,2,0,21836,420455553,1658590859814,0,4
1,1.176052065,0.087835079,15,30,15,30,1658590853111,1658590823111,3,3.2,2,0,21851,423414801,1658590874823,1,4
1,1.1778436426666665,0.08924260599999999,15,30,15,30,1658590868111,1658590838111,3,3.2,2,0,21866,425764470,1658590889828,2,4
1,1.175506168,0.088749933,15,30,15,30,1658590883111,1658590853111,3,3.2,2,0,21881,434912363,1658590904824,3,4
1,1.175093022,0.08972087000000001,15,30,15,30,1658590898111,1658590868111,3,3.2,2,0,21896,438655159,1658590919833,4,4
1,1.1740684608,0.086466409,15,30,15,30,1658590913111,1658590883111,3,3.2,2,0,21911,436741934,1658590934825,5,4
1,1.170727616,0.09116181899999999,15,30,15,30,1658590928111,1658590898111,3,3.2,2,0,21926,440702438,1658590949824,6,4
1,1.166246033,0.09283809700000001,15,30,15,30,1658590943111,1658590913111,3,3.2,2,0,21941,450672989,1658590964831,7,4
1,1.1661303714,0.087989517,15,30,15,30,1658590958111,1658590928111,3,3.2,2,0,21956,446219591,1658590979835,8,4
1,1.1646763286,0.08598309500000001,15,30,15,30,1658590973111,1658590943111,3,3.2,2,0,21971,452640448,1658590994840,9,4
1,1.1616916955999999,0.087814801,15,30,15,30,1658590988111,1658590958111,3,3.2,2,0,21986,458826996,1658591009833,10,4
1,1.1594568224,0.09227307500000001,15,30,15,30,1658591003111,1658590973111,3,3.2,2,0,22001,457005426,1658591024829,11,4
1,1.1578360282,0.09115216100000001,15,30,15,30,1658591018111,1658590988111,3,3.2,2,0,22016,462176925,1658591039834,12,4
1,1.1516225182,0.088556909,15,30,15,30,1658591033111,1658591003111,3,3.2,2,0,22031,469686656,1658591054827,13,4
1,1.1471070594000001,0.086969882,15,30,15,30,1658591048111,1658591018111,3,3.2,2,0,22046,470257732,1658591069835,14,4
1,1.1432135533999999,0.09095914000000001,15,30,15,30,1658591063111,1658591033111,3,3.2,2,0,22061,475217865,1658591084830,15,4
1,1.1416248836,0.091787406,15,30,15,30,1658591078111,1658591048111,3,3.2,2,0,22076,470851185,1658591099835,16,4
1,1.1424777574,0.10019179,15,30,15,30,1658591093111,1658591063111,3,3.2,2,0,22091,475388460,1658591114851,17,4
1,1.1437131402,0.087056616,15,30,15,30,1658591108111,1658591078111,3,3.2,2,0,22106,475911079,1658591129840,18,4
1,1.1422816796,0.086598205,15,30,15,30,1658591123111,1658591093111,3,3.2,2,0,22121,486933325,1658591144844,19,4
1,1.1423394947999999,0.089364147,15,30,15,30,1658591138111,1658591108111,3,3.2,2,0,22136,486812663,1658591159841,20,4
1,1.1372986589999998,0.08845802999999999,15,30,15,30,1658591153111,1658591123111,3,3.2,2,0,22151,497220711,1658591174836,21,4
1,1.1295503237999998,0.090077838,15,30,15,30,1658591168111,1658591138111,3,3.2,2,0,22166,496553193,1658591189834,22,4
1,1.1241822471999998,0.090446241,15,30,15,30,1658591183111,1658591153111,3,3.2,2,0,22181,504303529,1658591204841,23,4
1,1.1194827092000001,0.088525931,15,30,15,30,1658591198111,1658591168111,3,3.2,2,0,22196,500536915,1658591219834,24,4
1,1.1159639171999998,0.089471702,15,30,15,30,1658591213111,1658591183111,3,3.2,2,0,22211,503628529,1658591234841,25,4
1,1.1138242782,0.086120548,15,30,15,30,1658591228111,1658591198111,3,3.2,2,0,22226,513543063,1658591249842,26,4
1,1.1122882014,0.08748926400000001,15,30,15,30,1658591243111,1658591213111,3,3.2,2,0,22241,511442468,1658591264841,27,4
1,1.1113168455999998,0.087173013,15,30,15,30,1658591258111,1658591228111,3,3.2,2,0,22256,516002294,1658591279848,28,4
1,1.1074647022,0.088753605,15,30,15,30,1658591273111,1658591243111,3,3.2,2,0,22271,520430348,1658591294835,29,4
1,1.1023395586,0.08543436900000001,15,30,15,30,1658591288111,1658591258111,3,3.2,2,0,22286,523186452,1658591309835,30,4
1,1.099513778,0.089470538,15,30,15,30,1658591303111,1658591273111,3,3.2,2,0,22301,526967408,1658591324841,31,4
1,1.0947171803999998,0.086303011,15,30,15,30,1658591318111,1658591288111,3,3.2,2,0,22316,527663029,1658591339833,32,4
1,1.0906733917999998,0.088395324,15,30,15,30,1658591333111,1658591303111,3,3.2,2,0,22331,529074054,1658591354841,33,4
1,1.0881418809999999,0.086660797,15,30,15,30,1658591348111,1658591318111,3,3.2,2,0,22346,534171412,1658591369836,34,4
1,1.0853802827999999,0.08475932500000001,15,30,15,30,1658591363111,1658591333111,3,3.2,2,0,22361,537657030,1658591384836,35,4
1,1.0810884187999998,0.08786838699999999,15,30,15,30,1658591378111,1658591348111,3,3.2,2,0,22376,541991814,1658591399835,36,4
1,1.078865025,0.086297955,15,30,15,30,1658591393111,1658591363111,3,3.2,2,0,22391,545365593,1658591414840,37,4
1,1.0741438682,0.088830833,15,30,15,30,1658591408111,1658591378111,3,3.2,2,0,22406,545392578,1658591429834,38,4
