INIT_TIME,FINAL_TIME,TOTAL_TIME,INIT_UPDATE_TIME,FINAL_UPDATE_TIME,TOTAL_UPDATE_TIME,COLLECTOR_TIME,
1658998929747,1658998931992,2245,1658998929855,1658998929862,7,83
1658998959729,1658998959961,232,1658998959774,1658998959789,15,67
1658998989741,1658998990096,355,1658998989823,1658998989850,27,78
1658999019730,1658999020191,461,1658999019852,1658999019876,24,67
1658999049742,1658999050226,484,1658999049885,1658999049917,32,68
1658999079744,1658999080223,479,1658999079876,1658999079904,28,71
1658999109747,1658999110218,471,1658999109882,1658999109910,28,68
1658999139753,1658999140221,468,1658999139889,1658999139916,27,72
1658999169761,1658999170248,487,1658999169905,1658999169931,26,74
1658999199760,1658999200236,476,1658999199895,1658999199929,34,65
1658999229761,1658999230242,481,1658999229898,1658999229927,29,66
1658999259764,1658999260255,491,1658999259911,1658999259939,28,68
1658999289769,1658999290257,488,1658999289907,1658999289936,29,69
1658999319772,1658999320270,498,1658999319924,1658999319952,28,68
1658999349775,1658999350268,493,1658999349915,1658999349943,28,66
1658999379777,1658999380251,474,1658999379914,1658999379941,27,70
1658999409775,1658999410261,486,1658999409917,1658999409945,28,66
1658999439788,1658999440254,466,1658999439924,1658999439952,28,77
1658999469783,1658999470273,490,1658999469920,1658999469952,32,63
1658999499788,1658999500268,480,1658999499934,1658999499960,26,66
1658999529804,1658999530296,492,1658999529947,1658999529977,30,71
1658999559806,1658999560273,467,1658999559949,1658999559976,27,64
1658999589822,1658999590310,488,1658999589966,1658999589994,28,70
1658999619821,1658999620295,474,1658999619962,1658999619989,27,71
1658999649818,1658999650299,481,1658999649962,1658999649996,34,64
1658999679832,1658999680303,471,1658999679979,1658999680005,26,68
1658999709841,1658999710326,485,1658999709988,1658999710019,31,68
1658999739852,1658999740325,473,1658999739988,1658999740020,32,76
1658999769841,1658999770321,480,1658999769979,1658999770010,31,62
