RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING
1,0,15,60,16,1,1654076609945,1654076549945,2590,2600,1
1,2.584277907,15,75,16,3,1654076624945,1654076549945,2590,2600,1
1,3.088113981,15,93.75,16,4,1654076639945,1654076546195,2590,2600,1
1,3.088113981,15,70.3125,16,5,1654076654945,1654076584632.5,2590,2600,1
1,4.09990379,15,52.734375,16,5,1654076669945,1654076617210.625,2590,2600,1
1,2.590134902,15,39.55078125,16,4,1654076684945,1654076645394.2188,2590,2600,1
1,2.3371724,15,39.55078125,16,3,1654076699945,1654076660394.2188,2590,2600,2
1,2.3371724,15,49.4384765625,16,4,1654076714945,1654076665506.5234,2590,2600,2
1,2.593851264,15,61.798095703125,16,5,1654076729945,1654076668146.9043,2590,2600,2
1,2.593851264,15,61.798095703125,16,5,1654076744945,1654076683146.9043,2590,2600,2
1,2.596073299,15,61.798095703125,16,5,1654076759945,1654076698146.9043,2590,2600,2
1,1.790854211,15,61.798095703125,16,5,1654076774945,1654076713146.9043,2590,2600,2
1,2.599247207,15,77.24761962890625,16,6,1654076789945,1654076712697.3804,2590,2600,3
1,2.599247207,15,77.24761962890625,16,6,1654076804945,1654076727697.3804,2590,2600,3
1,2.597449303,15,77.24761962890625,16,6,1654076819945,1654076742697.3804,2590,2600,3
1,2.597449303,15,77.24761962890625,16,6,1654076834945,1654076757697.3804,2590,2600,3
1,2.595495313,15,77.24761962890625,16,6,1654076849945,1654076772697.3804,2590,2600,3
1,2.598354732,15,77.24761962890625,16,6,1654076864945,1654076787697.3804,2590,2600,4
1,2.606661056,15,77.24761962890625,16,6,1654076879945,1654076802697.3804,2590,2600,4
1,4.090916497,15,57.93571472167969,16,5,1654076894945,1654076837009.2852,2590,2600,3
1,4.090916497,15,43.451786041259766,16,5,1654076909945,1654076866493.2139,2590,2600,3
1,1.378047235,15,32.588839530944824,16,4,1654076924945,1654076892356.1604,2590,2600,2
1,2.364122173,15,40.73604941368103,16,3,1654076939945,1654076899208.9507,2590,2600,2
1,2.598940357,15,50.92006176710129,16,4,1654076954945,1654076904024.9382,2590,2600,1
1,2.593731778,15,50.92006176710129,16,4,1654076969945,1654076919024.9382,2590,2600,1
