TIMESTAMP,ESC1_Time,ESC2_Time,ESC3_Time,ESC4_Time,ESC5_Time,ESC6_Time,ESC7_Time,ESC8_Time,ESC1_Time_A,ESC2_Time_A,ESC3_Time_A,ESC4_Time_A,ESC5_Time_A,ESC6_Time_A,ESC7_Time_A,ESC8_Time_A,ESC1_Window,ESC2_Window,ESC3_Window,ESC4_Window,ESC5_Window,ESC6_Window,ESC7_Window,ESC8_Window
1657539383655,2.756429131,,,,,,,,0.122127418,,,,,,,,30,,,,,,,,
1657539398655,2.986836267,,,,,,,,0.291989999,,,,,,,,30,,,,,,,,
1657539413655,2.955935567,,,,,,,,0.296748853,,,,,,,,30,,,,,,,,
1657539428655,2.941607781,,,,,,,,0.20421900199999998,,,,,,,,30,,,,,,,,
1657539443655,2.958396928,,,,,,,,0.2508722,,,,,,,,30,,,,,,,,
1657539458655,2.974411522,,,,,,,,0.217144123,,,,,,,,30,,,,,,,,
1657539473655,2.954925111,,,,,,,,0.283818319,,,,,,,,30,,,,,,,,
1657539488655,3.0013581410000003,,,,,,,,0.292173527,,,,,,,,30,,,,,,,,
1657539503655,2.984884731,,,,,,,,0.25820739400000003,,,,,,,,30,,,,,,,,
1657539518655,2.9940876079999996,,,,,,,,0.26375772000000003,,,,,,,,30,,,,,,,,
1657539533655,2.984229034,,,,,,,,0.28873107800000003,,,,,,,,30,,,,,,,,
1657539548655,3.013958583,,,,,,,,0.268912966,,,,,,,,30,,,,,,,,
1657539563655,2.992477453,,,,,,,,0.22754207299999998,,,,,,,,30,,,,,,,,
1657539578655,2.982597699,,,,,,,,0.28194751100000004,,,,,,,,30,,,,,,,,
1657539593655,3.038332639,,,,,,,,0.28572821699999995,,,,,,,,30,,,,,,,,
1657539608655,3.013974738,,,,,,,,0.293341957,,,,,,,,30,,,,,,,,
1657539623655,3.020043332,,,,,,,,0.243674706,,,,,,,,30,,,,,,,,
1657539638655,2.980954911,,,,,,,,0.263646076,,,,,,,,30,,,,,,,,
1657539653655,2.9578480359999997,,,,,,,,0.206659756,,,,,,,,30,,,,,,,,
1657539668655,2.997725269,,,,,,,,0.259268386,,,,,,,,30,,,,,,,,
1657539683655,2.970663841,,,,,,,,0.245420995,,,,,,,,30,,,,,,,,
1657539698655,2.963206723,,,,,,,,0.316886045,,,,,,,,30,,,,,,,,
1657539713655,2.960076711,,,,,,,,0.22267263,,,,,,,,30,,,,,,,,
1657539728655,2.950908567,,,,,,,,0.215969363,,,,,,,,30,,,,,,,,
1657539743655,2.954665301,,,,,,,,0.289995681,,,,,,,,30,,,,,,,,
1657539758655,2.9457332070000004,,,,,,,,0.203721205,,,,,,,,30,,,,,,,,
1657539773655,2.9862934340000002,,,,,,,,0.243484018,,,,,,,,30,,,,,,,,
1657539788655,2.9488734770000002,,,,,,,,0.25964610699999996,,,,,,,,30,,,,,,,,
1657539803655,2.9444009639999997,,,,,,,,0.281134237,,,,,,,,30,,,,,,,,
1657539818655,2.9693762350000004,,,,,,,,0.246775687,,,,,,,,30,,,,,,,,
1657539833655,2.941897491,,,,,,,,0.214529373,,,,,,,,30,,,,,,,,
1657539848655,2.9606567879999997,,,,,,,,0.224618463,,,,,,,,30,,,,,,,,
1657539863655,2.9863995340000002,,,,,,,,0.277472169,,,,,,,,30,,,,,,,,
1657539878655,2.999216626,,,,,,,,0.264408777,,,,,,,,30,,,,,,,,
1657539893655,2.9415113550000003,,,,,,,,0.271414625,,,,,,,,30,,,,,,,,
1657539908655,2.991857265,,,,,,,,0.263731957,,,,,,,,30,,,,,,,,
1657539923655,2.971724978,,,,,,,,0.241418412,,,,,,,,30,,,,,,,,
1657539938655,2.9824513969999997,,,,,,,,0.218902152,,,,,,,,30,,,,,,,,
