RESPONSES,TOTAL_TIME,FREQUENCY,TIME_DATA,FREQUENCY_DATA,RESPONSES_STORED,FROM_DATE,TO_DATE,MINIMUM_TIME,MAXIMUM_TIME,CURRENT_ESC_RUNNING
1,7.958740000009537,10,60,3,1,1653234619994,1653234559994,17,18,3
1,19.45159200000763,10,75,3,6,1653234629994,1653234554994,17,18,3
1,34.453010999977586,10,56.25,3,9,1653234639994,1653234583744,17,18,3
1,41.17554199999571,10,42.1875,3,13,1653234649994,1653234607806.5,17,18,3
1,45.54978800004721,10,31.640625,3,14,1653234659994,1653234628353.375,17,18,4
1,36.274046000003814,10,23.73046875,3,12,1653234669994,1653234646263.5312,17,18,4
1,38.15784700000286,10,17.7978515625,3,10,1653234679994,1653234662196.1484,17,18,4
1,24.380009000003337,10,13.348388671875,3,8,1653234689994,1653234676645.6113,17,18,4
1,20.897199000000953,10,10.01129150390625,3,7,1653234699994,1653234689982.7085,17,18,4
1,18.950131999969482,10,7.5084686279296875,3,6,1653234709994,1653234702485.5312,17,18,4
1,19.363505999982358,10,5.631351470947266,3,6,1653234719994,1653234714362.6484,17,18,4
1,20.035300999999045,10,4.223513603210449,3,5,1653234729994,1653234725770.4863,17,18,4
1,17.713658999979497,10,3.167635202407837,3,5,1653234739994,1653234736826.3647,17,18,4
1,16.673243000030517,10,3.167635202407837,3,5,1653234749994,1653234746826.3647,17,18,4
1,17.13804000002146,10,3.959544003009796,3,5,1653234759994,1653234756034.456,17,18,4
1,16.38191100001335,10,3.959544003009796,3,5,1653234769994,1653234766034.456,17,18,4
1,17.385194999933244,10,4.949430003762245,3,5,1653234779994,1653234775044.57,17,18,4
1,17.253077000021936,10,4.949430003762245,3,5,1653234789994,1653234785044.57,17,18,4
1,17.759887999892236,10,4.949430003762245,3,5,1653234799994,1653234795044.57,17,18,4
1,18.754916000008585,10,4.949430003762245,3,5,1653234809994,1653234805044.57,17,18,4
1,17.317365000009538,10,3.712072502821684,3,5,1653234819994,1653234816281.9275,17,18,4
1,17.31290600001812,10,3.712072502821684,3,5,1653234829994,1653234826281.9275,17,18,4
1,16.684847999930383,10,3.712072502821684,3,5,1653234839994,1653234836281.9275,17,18,4
1,22.46589899992943,10,4.640090628527105,3,5,1653234849994,1653234845353.9094,17,18,4
1,17.06052499997616,10,3.4800679713953286,3,5,1653234859994,1653234856513.9321,17,18,4
1,17.288189999938012,10,3.4800679713953286,3,5,1653234869994,1653234866513.9321,17,18,4
1,18.504389000058175,10,3.4800679713953286,3,5,1653234879994,1653234876513.9321,17,18,4
1,17.61946899998188,10,3.4800679713953286,3,5,1653234889994,1653234886513.9321,17,18,4
1,16.930679000020028,10,3.4800679713953286,3,5,1653234899994,1653234896513.9321,17,18,4
1,17.728302000045776,10,4.350084964244161,3,5,1653234909994,1653234905643.915,17,18,4
1,17.393615000009536,10,4.350084964244161,3,5,1653234919994,1653234915643.915,17,18,4
1,16.430240000009537,10,4.350084964244161,3,5,1653234929994,1653234925643.915,17,18,4
1,19.76999500000477,10,5.437606205305201,3,6,1653234939994,1653234934556.3938,17,18,4
1,16.73999899995327,10,4.078204653978901,3,5,1653234949994,1653234945915.7954,17,18,4
