NUMBER_SENSORS,FREQUENCY,TIME_DATA,MIN_TIME,MAX_TIME,AVG_TIME,STD_TIME,SUCCESFUL_CALCULATIONS
4,8,432,22.772557998657227,108.37309099960328,72.98638437765337,18.75227800898336,225
