NUMBER_SENSORS,FREQUENCY,TIME_DATA,MIN_TIME,MAX_TIME,AVG_TIME,STD_TIME,SUCCESFUL_CALCULATIONS,CALCULATIONS_OVER_MAX
4,8,888.75,20.043704999923705,621.6526420001984,72.55204554341152,31.07639003631584,449,1
